t_stamp,P1_STATE,LIT101.Pv,FIT101.Pv,MV101.Status,P101.Status,P102.Status,P2_STATE,FIT201.Pv,AIT201.Pv,AIT202.Pv,AIT203.Pv,MV201.Status,P201.Status,P202.Status,P203.Status,P204.Status,P205.Status,P206.Status,P207.Status,P208.Status,LS201.Alarm,LS202.Alarm,LSL203.Alarm,LSLL203.Alarm,P3_STATE,AIT301.Pv,AIT302.Pv,AIT303.Pv,LIT301.Pv,FIT301.Pv,DPIT301.Pv,MV301.Status,MV302.Status,MV303.Status,MV304.Status,P301.Status,P302.Status,PSH301.Alarm,DPSH301.Alarm,P4_STATE,LIT401.Pv,FIT401.Pv,AIT401.Pv,AIT402.Pv,P401.Status,P402.Status,P403.Status,P404.Status,UV401.Status,LS401.Alarm,P5_STATE,FIT501.Pv,FIT502.Pv,FIT503.Pv,FIT504.Pv,AIT501.Pv,AIT502.Pv,AIT503.Pv,AIT504.Pv,PIT501.Pv,PIT502.Pv,PIT503.Pv,P501.Status,P502.Status,MV501.Status,MV502.Status,MV503.Status,MV504.Status,PSH501.Alarm,PSL501.Alarm,P6_STATE,FIT601.Pv,P601.Status,P602.Status,P603.Status,LSH601.Alarm,LSL601.Alarm,LSH602.Alarm,LSL602.Alarm,LSH603.Alarm,LSL603.Alarm,attack_label,attack_id,attack_name,attack_start_time,attack_end_time
2019-12-06 11:16:18,3,802.6796,0.0,1,2.0,1,2,2.32967043,38.86824,8.003269,151.140732,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,7.42925262,178.526154,51.0596046,794.3476,1.80853844,13.7268715,1,2,1,1,2,1,Inactive,Inactive,4,831.1715,1.36269927,0,195.026917,2,1,2,1,2,Inactive,12,1.36606,1.22531068,0.1129213,0,7.07914639,199.1028,41.04717,1.34580874,221.433609,3.38000178,194.32518,2,1,2,2,1,1,Inactive,Inactive,2,0.000256303,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 11:16:19,3,801.4628,0.0,1,2.0,1,2,2.32967043,38.86824,8.008717,151.140732,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,7.42925262,178.526154,51.0596046,794.3476,1.80917907,13.7268715,1,2,1,1,2,1,Inactive,Inactive,4,831.3638,1.36269927,0,195.026917,2,1,2,1,2,Inactive,12,1.36721361,1.2171129,0.1129213,0,7.07914639,199.1028,41.04717,1.34580874,221.433609,3.38000178,194.32518,2,1,2,2,1,1,Inactive,Inactive,2,0.000576683,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 11:16:20,3,801.109558,0.0,1,2.0,1,2,2.32646656,38.86824,8.013523,151.140732,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,7.42925262,178.526154,51.0596046,795.26886,1.80789793,13.7268715,1,2,1,1,2,1,Inactive,Inactive,4,831.7483,1.36269927,0,195.026917,2,1,2,1,2,Inactive,12,1.36721361,1.21519148,0.1129213,0,7.07914639,199.1028,41.04717,1.34580874,221.3535,3.38000178,194.32518,2,1,2,2,1,1,Inactive,Inactive,2,0.000576683,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 11:16:21,3,800.717041,0.0,1,2.0,1,2,2.324288,38.86824,8.017367,151.140732,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,7.42925262,178.577377,51.0596046,795.26886,1.80674493,13.7268715,1,2,1,1,2,1,Inactive,Inactive,4,831.632935,1.36269927,0,195.026917,2,1,2,1,2,Inactive,12,1.36721361,1.21519148,0.1129213,0,7.07914639,199.1028,41.11125,1.34580874,221.3535,3.38000178,194.32518,2,1,2,2,1,1,Inactive,Inactive,2,0.000576683,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 11:16:22,3,800.6385,0.0,1,2.0,1,2,2.32364726,38.86824,8.020572,151.140732,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,7.42925262,178.9103,51.0596046,795.26886,1.80674493,13.7268715,1,2,1,1,2,1,Inactive,Inactive,4,831.4022,1.36269927,0,195.026917,2,1,2,1,2,Inactive,12,1.36721361,1.21519148,0.1129213,0,7.08138943,199.1028,41.11125,1.49961543,221.3535,3.38000178,194.32518,2,1,2,2,1,1,Inactive,Inactive,2,0.000576683,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 11:16:23,3,800.599243,0.0,1,2.0,1,2,2.32364726,38.86824,8.027301,151.140732,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,7.42925262,178.9103,51.0596046,795.26886,1.80674493,13.7268715,1,2,1,1,2,1,Inactive,Inactive,4,831.5176,1.36269927,0,195.026917,2,1,2,1,2,Inactive,12,1.36721361,1.22249269,0.1129213,0,7.08523464,199.1028,41.11125,1.5380671,221.3535,3.38000178,194.32518,2,1,2,2,1,1,Inactive,Inactive,2,0.0,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 11:16:24,3,799.7357,0.0,1,2.0,1,2,2.32364726,38.86824,8.030505,151.140732,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,7.42925262,178.9103,51.0596046,795.7495,1.80533576,13.717267,1,2,1,1,2,1,Inactive,Inactive,4,831.7483,1.35885775,0,195.026917,2,1,2,1,2,Inactive,12,1.36721361,1.22531068,0.1129213,0,7.085555,198.872086,41.11125,1.5380671,221.3535,3.38000178,194.32518,2,1,2,2,1,1,Inactive,Inactive,2,0.0,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 11:16:25,3,799.5002,0.0,1,2.0,1,2,2.32569766,38.86824,8.03371,151.140732,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,7.43175,178.9103,51.0596046,795.7495,1.80533576,13.678853,1,2,1,1,2,1,Inactive,Inactive,4,831.556,1.35834563,0,195.026917,2,1,2,1,2,Inactive,12,1.36721361,1.22223651,0.1129213,0,7.08875942,198.820816,41.11125,1.5380671,221.3535,3.38000178,194.32518,2,1,2,2,1,1,Inactive,Inactive,2,0.000384455,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 11:16:26,3,799.0291,0.0,1,2.0,1,2,2.32826066,38.86824,8.037875,151.140732,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,7.43924046,178.9103,51.0596046,795.949768,1.80507946,13.678853,1,2,1,1,2,1,Inactive,Inactive,4,831.7483,1.35834563,0,195.026917,2,1,2,1,2,Inactive,12,1.367598,1.21557581,0.1129213,0,7.091323,198.820816,41.11125,1.5380671,221.3535,3.38000178,194.32518,2,1,2,2,1,1,Inactive,Inactive,2,0.000384455,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 11:16:27,3,798.6366,0.0,1,2.0,1,2,2.32877326,38.86824,8.038196,151.140732,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,7.43924046,178.9103,51.0596046,796.5506,1.80507946,13.678853,1,2,1,1,2,1,Inactive,Inactive,4,831.786743,1.356937,0,195.026917,2,1,2,1,2,Inactive,12,1.367598,1.20660949,0.1129213,0,7.09677029,198.820816,41.11125,1.5380671,221.3535,3.38000178,194.32518,2,1,2,2,1,1,Inactive,Inactive,2,0.000384455,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 11:16:28,3,798.047852,0.0,1,2.0,1,2,2.33043933,38.86824,8.0414,151.140732,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,7.43924046,178.9103,51.0596046,796.7108,1.80507946,13.678853,1,2,1,1,2,1,Inactive,Inactive,4,832.017456,1.35476017,0,195.026917,2,1,2,1,2,Inactive,12,1.367598,1.20481622,0.1129213,0,7.09677029,198.820816,41.11125,1.5380671,221.3535,3.38000178,194.32518,2,1,2,2,1,1,Inactive,Inactive,2,0.000384455,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 11:16:29,3,797.5768,0.0,1,2.0,1,2,2.33108,38.86824,8.0414,151.140732,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,7.43924046,178.9103,51.0596046,796.7108,1.80507946,13.678853,1,2,1,1,2,1,Inactive,Inactive,4,831.786743,1.35476017,0,195.026917,2,1,2,1,2,Inactive,12,1.367598,1.20660949,0.1129213,0,7.09901333,199.000259,41.11125,1.5380671,221.3535,3.38000178,194.32518,2,1,2,2,1,1,Inactive,Inactive,2,0.000384455,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 11:16:30,3,797.1058,0.0,1,2.0,1,2,2.33146453,38.86824,8.0414,151.140732,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,7.43924046,178.9103,51.0596046,796.7108,1.80507946,13.678853,1,2,1,1,2,1,Inactive,Inactive,4,832.017456,1.35476017,0,195.026917,2,1,2,1,2,Inactive,12,1.367598,1.22351742,0.1129213,0,7.09901333,199.000259,41.11125,1.5380671,221.3535,3.38000178,194.32518,2,1,2,2,1,1,Inactive,Inactive,2,0.000384455,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 11:16:31,3,796.713257,0.0,1,2.0,1,2,2.33146453,38.86824,8.0414,151.140732,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,7.43924046,178.9103,51.0596046,796.99115,1.80507946,13.678853,1,2,1,1,2,1,Inactive,Inactive,4,832.09436,1.35476017,0,195.026917,2,1,2,1,2,Inactive,12,1.36990511,1.234277,0.1129213,0,7.103179,199.000259,41.11125,1.5380671,221.3535,3.38000178,194.32518,2,1,2,2,1,1,Inactive,Inactive,2,0.0,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 11:16:32,3,796.281433,0.0,1,2.0,1,2,2.33146453,38.86824,8.036593,151.140732,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,7.43924046,178.9103,51.0596046,796.99115,1.80866659,13.7396765,1,2,1,1,2,1,Inactive,Inactive,4,831.979,1.35476017,0,195.026917,2,1,2,1,2,Inactive,12,1.36990511,1.24490845,0.1129213,0,7.105422,199.000259,41.11125,1.5380671,221.3535,3.38000178,194.32518,2,1,2,2,1,1,Inactive,Inactive,2,0.0,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 11:16:33,3,795.8889,0.0,1,2.0,1,2,2.33005476,38.86824,8.034671,151.140732,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,7.43924046,178.9103,51.0596046,797.271545,1.80892277,13.74928,1,2,1,1,2,1,Inactive,Inactive,4,832.3251,1.35732126,0,195.026917,2,1,2,1,2,Inactive,12,1.36990511,1.254259,0.1129213,0,7.105422,199.000259,41.11125,1.5380671,221.3535,3.38000178,194.32518,2,1,2,2,1,1,Inactive,Inactive,2,0.0,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 11:16:34,3,795.339355,0.0,1,2.0,1,2,2.33005476,38.7400665,8.034671,151.140732,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,7.43924046,178.9103,51.0596046,797.592,1.80892277,13.74928,1,2,1,1,2,1,Inactive,Inactive,4,832.2866,1.35732126,0,195.026917,2,1,2,1,2,Inactive,12,1.36849523,1.254131,0.1129213,0,7.105422,199.000259,41.11125,1.5380671,221.3535,3.38000178,194.32518,2,1,2,2,1,1,Inactive,Inactive,2,0.000448531,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 11:16:35,3,795.0254,0.0,1,2.0,1,2,2.33005476,38.7400665,8.030505,151.140732,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,7.43924046,179.089569,51.0596046,797.6721,1.8113569,13.74928,1,2,1,1,2,1,Inactive,Inactive,4,832.5557,1.35732126,0,195.026917,2,1,2,1,2,Inactive,12,1.36849523,1.24516463,0.1129213,0,7.105422,199.1028,41.11125,1.5380671,221.273392,3.38000178,194.37323,2,1,2,2,1,1,Inactive,Inactive,2,0.000448531,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 11:16:36,3,794.397339,0.0,1,2.0,1,2,2.33159256,38.7400665,8.028583,151.140732,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,7.43924046,179.294449,51.0596046,797.6721,1.81212556,13.74928,1,2,1,1,2,1,Inactive,Inactive,4,832.402,1.36001027,0,195.026917,2,1,2,1,2,Inactive,12,1.37144327,1.23209941,0.1129213,0,7.105422,199.154068,41.11125,1.5380671,221.225327,3.38000178,194.37323,2,1,2,2,1,1,Inactive,Inactive,2,0.000448531,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 11:16:37,3,794.044067,0.0,1,2.0,1,2,2.33159256,38.7400665,8.025699,151.140732,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,7.437576,179.524933,51.0596046,797.6721,1.81212556,13.717267,1,2,1,1,2,1,Inactive,Inactive,4,832.3635,1.36129069,0,195.026917,2,1,2,1,2,Inactive,12,1.37144327,1.2123735,0.1129213,0,7.105422,199.154068,41.11125,1.5380671,221.225327,3.38000178,194.37323,2,1,2,2,1,1,Inactive,Inactive,2,0.000448531,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 11:16:38,3,793.7693,0.0,1,2.0,1,2,2.33159256,38.7400665,8.02409649,151.140732,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,7.43133354,179.524933,51.0596046,797.6721,1.81007588,13.7140665,1,2,1,1,2,1,Inactive,Inactive,4,832.3251,1.36129069,0,195.026917,2,1,2,1,2,Inactive,12,1.37144327,1.205841,0.1129213,0,7.09997463,199.154068,41.11125,1.5380671,221.225327,3.38000178,194.37323,2,1,2,2,1,1,Inactive,Inactive,2,0.000448531,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 11:16:39,3,793.259,0.0,1,2.0,1,2,2.33159256,38.7400665,8.02409649,151.140732,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,7.42925262,179.524933,51.0596046,797.6721,1.8093071,13.7140665,1,2,1,1,2,1,Inactive,Inactive,4,832.3251,1.35860169,0,195.026917,2,1,2,1,2,Inactive,12,1.37067425,1.205841,0.1129213,0,7.09901333,199.154068,41.11125,1.5380671,221.225327,3.38000178,194.37323,2,1,2,2,1,1,Inactive,Inactive,2,0.000448531,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 11:16:40,3,793.573,0.0,1,2.0,1,2,2.33159256,38.7400665,8.020892,151.140732,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,7.42509127,179.524933,51.0596046,798.3129,1.80725741,13.7140665,1,2,1,1,2,1,Inactive,Inactive,4,832.5557,1.35860169,0,195.026917,2,1,2,1,2,Inactive,12,1.36875165,1.20622516,0.1129213,0,7.09324551,199.154068,41.11125,1.5380671,221.433609,3.38000178,194.37323,2,1,2,2,1,1,Inactive,Inactive,2,0.000384455,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 11:16:41,3,793.337463,0.0,1,2.0,1,2,2.33159256,38.7400665,8.020572,151.140732,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,7.42509127,179.524933,51.0596046,798.5533,1.805592,13.762085,1,2,1,1,2,1,Inactive,Inactive,4,832.709534,1.35860169,0,195.026917,2,1,2,1,2,Inactive,12,1.36875165,1.21519148,0.1129213,0,7.09324551,199.154068,41.11125,1.5380671,221.433609,3.38000178,194.37323,2,1,2,2,1,1,Inactive,Inactive,2,0.0,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 11:16:42,3,792.6309,0.0,1,2.0,1,2,2.330183,38.7400665,8.020572,151.140732,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,7.42509127,179.524933,51.0596046,798.5533,1.805592,13.762085,1,2,1,1,2,1,Inactive,Inactive,4,832.940247,1.35770535,0,195.026917,2,1,2,1,2,Inactive,12,1.3708024,1.22928143,0.1129213,0,7.08875942,199.154068,41.11125,1.5380671,221.433609,3.38000178,194.37323,2,1,2,2,1,1,Inactive,Inactive,2,0.0,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 11:16:43,3,792.1599,0.0,1,2.0,1,2,2.328389,38.77211,8.020572,151.140732,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,7.42509127,179.524933,51.0596046,798.5533,1.80367029,13.730072,1,2,1,1,2,1,Inactive,Inactive,4,832.786438,1.35629678,0,195.026917,2,1,2,1,2,Inactive,12,1.3708024,1.24439609,0.1129213,0,7.08715725,199.154068,41.11125,1.30735707,221.433609,3.38000178,194.37323,2,1,2,2,1,1,Inactive,Inactive,2,0.000320379,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 11:16:44,3,791.6889,0.0,1,2.0,1,2,2.328389,38.86824,8.020572,151.140732,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,7.42509127,179.524933,51.0596046,798.5533,1.80315781,13.730072,1,2,1,1,2,1,Inactive,Inactive,4,832.863342,1.35629678,0,195.026917,2,1,2,1,2,Inactive,12,1.367598,1.24529266,0.1129213,0,7.083312,199.154068,41.11125,1.30735707,221.433609,3.38000178,194.37323,2,1,2,2,1,1,Inactive,Inactive,2,0.000576683,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 11:16:45,3,790.9038,0.0,1,2.0,1,2,2.328389,38.86824,8.020572,150.910019,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,7.42509127,179.371277,51.0596046,798.9538,1.80546379,13.730072,1,2,1,1,2,1,Inactive,Inactive,4,832.786438,1.35629678,0,195.026917,2,1,2,1,2,Inactive,12,1.367598,1.25528371,0.1129213,0,7.083312,199.4104,41.11125,1.30735707,221.433609,3.38000178,194.37323,2,1,2,2,1,1,Inactive,Inactive,2,0.000576683,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 11:16:46,3,790.1188,0.0,1,2.0,1,2,2.328389,38.86824,8.02634,150.910019,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,7.42509127,179.371277,51.0596046,798.9538,1.80623245,13.7268715,1,2,1,1,2,1,Inactive,Inactive,4,832.5557,1.35629678,0,195.026917,2,1,2,1,2,Inactive,12,1.367598,1.25451517,0.1129213,0,7.08138943,199.4104,41.11125,1.30735707,221.433609,3.38000178,194.37323,2,1,2,2,1,1,Inactive,Inactive,2,0.000576683,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 11:16:47,3,789.4907,0.0,1,2.0,1,2,2.32710743,38.86824,8.029544,150.910019,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,7.42509127,179.371277,51.0596046,799.154053,1.80623245,13.7012615,1,2,1,1,2,1,Inactive,Inactive,4,832.748,1.35629678,0,195.026917,2,1,2,1,2,Inactive,12,1.36465013,1.2336365,0.1129213,0,7.07978725,199.4104,41.27147,1.30735707,221.433609,3.38000178,194.37323,2,1,2,2,1,1,Inactive,Inactive,2,0.000576683,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 11:16:48,3,789.137451,0.0,1,2.0,1,2,2.32710743,38.86824,8.033069,150.910019,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,7.42509127,179.371277,51.0596046,799.4745,1.805592,13.7012615,1,2,1,1,2,1,Inactive,Inactive,4,832.9018,1.35629678,0,195.026917,2,1,2,1,2,Inactive,12,1.36465013,1.2269758,0.1129213,0,7.077544,199.4104,41.27147,1.30735707,221.225327,3.38000178,194.37323,2,1,2,2,1,1,Inactive,Inactive,2,0.000128152,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 11:16:49,3,788.744934,0.0,1,2.0,1,2,2.32710743,38.86824,8.036593,150.910019,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,7.42509127,179.371277,51.0596046,799.4745,1.805592,13.7268715,1,2,1,1,2,1,Inactive,Inactive,4,833.1325,1.35629678,0,195.026917,2,1,2,1,2,Inactive,12,1.36465013,1.21672857,0.111256927,0,7.07690334,199.4104,41.27147,1.30735707,221.225327,3.38000178,194.37323,2,1,2,2,1,1,Inactive,Inactive,2,0.000128152,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 11:16:50,3,788.627136,0.0,1,2.0,1,2,2.32710743,38.86824,8.04172,150.910019,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,7.42509127,179.371277,51.0596046,799.875061,1.805592,13.7268715,1,2,1,1,2,1,Inactive,Inactive,4,833.2863,1.35808945,0,195.026917,2,1,2,1,2,Inactive,12,1.36349654,1.20673752,0.111256927,0,7.07690334,199.4104,41.27147,1.30735707,221.225327,3.38000178,194.37323,2,1,2,2,1,1,Inactive,Inactive,2,0.000128152,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 11:16:51,3,787.9206,0.0,1,2.0,1,2,2.32749176,38.86824,8.043002,150.910019,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,7.42509127,179.371277,51.0596046,799.875061,1.80789793,13.7396765,1,2,1,1,2,1,Inactive,Inactive,4,833.517,1.36116266,0,195.026917,2,1,2,1,2,Inactive,12,1.36336839,1.20789039,0.111256927,0,7.07690334,199.4104,41.27147,1.30735707,221.225327,3.38000178,194.37323,2,1,2,2,1,1,Inactive,Inactive,2,0.000128152,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 11:16:52,3,787.6851,0.0,1,2.0,1,2,2.32813263,38.86824,8.050372,150.910019,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,7.42509127,179.371277,51.0596046,800.1955,1.80853844,13.77489,1,2,1,1,2,1,Inactive,Inactive,4,833.170959,1.36116266,0,195.026917,2,1,2,1,2,Inactive,12,1.36336839,1.21544766,0.111256927,0,7.07690334,199.4104,41.27147,1.30735707,221.225327,3.38000178,194.37323,2,1,2,2,1,1,Inactive,Inactive,2,0.000128152,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 11:16:53,3,787.0963,0.0,1,2.0,1,2,2.32813263,38.86824,8.05678,150.910019,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,7.435911,179.371277,51.0596046,800.3557,1.8095634,13.77489,1,2,1,1,2,1,Inactive,Inactive,4,833.6324,1.36116266,0,195.026917,2,1,2,1,2,Inactive,12,1.36336839,1.22415781,0.111256927,0,7.08010769,199.4104,41.27147,1.30735707,221.337479,3.38000178,194.37323,2,1,2,2,1,1,Inactive,Inactive,2,0.000128152,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 11:16:54,3,786.743042,0.0,1,2.0,1,2,2.32813263,38.86824,8.059984,150.910019,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,7.442154,179.371277,51.0596046,800.676147,1.8095634,13.77489,1,2,1,1,2,1,Inactive,Inactive,4,833.670837,1.36116266,0,195.026917,2,1,2,1,2,Inactive,12,1.36336839,1.22531068,0.111256927,0,7.08363247,199.4104,41.27147,1.30735707,221.337479,3.38000178,194.37323,2,1,2,2,1,1,Inactive,Inactive,2,0.000128152,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 11:16:55,3,786.1935,0.0,1,2.0,1,2,2.32813263,38.86824,8.063509,150.910019,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,7.44423437,179.371277,51.0596046,800.796265,1.8095634,13.77489,1,2,1,1,2,1,Inactive,Inactive,4,834.0169,1.36269927,0,195.026917,2,1,2,1,2,Inactive,12,1.36606,1.22531068,0.111256927,0,7.084914,199.4104,41.27147,1.30735707,221.337479,3.38000178,194.37323,2,1,2,2,1,1,Inactive,Inactive,2,0.000128152,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 11:16:56,3,785.9187,0.0,1,2.0,1,2,2.32941413,38.86824,8.067354,150.910019,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,7.448396,179.371277,51.0596046,800.796265,1.80943525,13.7460785,1,2,1,1,2,1,Inactive,Inactive,4,834.4399,1.36269927,0,195.026917,2,1,2,1,2,Inactive,12,1.36798263,1.22018707,0.111256927,0,7.08972073,199.333511,41.27147,1.34580874,221.4977,3.38000178,194.37323,2,1,2,2,1,1,Inactive,Inactive,2,0.000128152,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 11:16:57,3,784.9767,0.0,1,2.0,1,2,2.33159256,38.86824,8.068636,150.910019,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,7.448396,179.371277,50.99558,800.796265,1.80700111,13.7460785,1,2,1,1,2,1,Inactive,Inactive,4,834.5937,1.36269927,0,195.026917,2,1,2,1,2,Inactive,12,1.36798263,1.21519148,0.111256927,0,7.09164333,199.2566,41.27147,1.34580874,221.4977,3.38000178,194.37323,2,1,2,2,1,1,Inactive,Inactive,2,0.000128152,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 11:16:58,3,784.348633,0.0,1,2.0,1,2,2.33197713,38.86824,8.072802,150.910019,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,7.448396,179.371277,50.70747,800.796265,1.80623245,13.7460785,1,2,1,1,2,1,Inactive,Inactive,4,834.478333,1.36269927,0,195.026917,2,1,2,1,2,Inactive,12,1.36798263,1.21813762,0.111256927,0,7.09324551,199.2566,41.27147,1.34580874,221.4977,3.38000178,194.37323,2,1,2,2,1,1,Inactive,Inactive,2,0.000128152,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 11:16:59,3,784.152344,0.0,1,2.0,1,2,2.33236146,38.86824,8.075045,150.910019,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,7.448396,179.371277,50.70747,800.796265,1.80623245,13.7460785,1,2,1,1,2,1,Inactive,Inactive,4,834.9782,1.36269927,0,195.026917,2,1,2,1,2,Inactive,12,1.36798263,1.22185218,0.109976634,0,7.099334,199.2566,41.27147,1.49961543,221.401566,3.38000178,194.37323,2,1,2,2,1,1,Inactive,Inactive,2,0.000128152,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
